true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.915,59.475,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.875,70.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.68,44.2,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.86,64.5,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.89,31.15,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9775,34.2125,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8125,28.4375,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8725,56.71250000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8374999999999999,62.81249999999999,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9025,31.587499999999995,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8775,57.037499999999994,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.955,62.075,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.935,70.125,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.885,66.375,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9624999999999999,62.5625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.76,49.400000000000006,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.835,62.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.885,66.375,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.96,76.8,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.97,63.05,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.955,76.4,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.865,64.875,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.76,57.00000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9075,72.6,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.955,71.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9824999999999999,73.6875,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9924999999999999,79.4,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.68,23.799999999999997,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.885,66.375,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9425,32.9875,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.64,41.6,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.725,47.125,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.96,72.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8274999999999999,28.962499999999995,Low
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9724999999999999,63.21249999999999,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8825000000000001,66.1875,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9724999999999999,77.8,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.95,76.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.875,65.625,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.89,66.75,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9924999999999999,74.4375,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,78.2,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9724999999999999,34.037499999999994,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9924999999999999,74.4375,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.96,76.8,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.8674999999999999,30.362499999999997,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.8125,28.4375,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9450000000000001,70.875,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
B,OR,1.0,Impeller / Filling Head Bearing,0.75,0.6,44.99999999999999,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8574999999999999,30.012499999999996,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.825,53.625,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8775,57.037499999999994,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9175,68.8125,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9624999999999999,62.5625,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.8574999999999999,30.012499999999996,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9924999999999999,74.4375,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9824999999999999,63.8625,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9524999999999999,71.4375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9924999999999999,64.51249999999999,High
B,B,0.995,Conveyor Belt / Roller Bearing,0.35,0.9325,32.4743125,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.88,70.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.92,32.2,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9225,59.9625,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.955,71.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.97,77.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.815,65.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.925,32.375,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9575,33.5125,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9875,74.06250000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.73,58.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.675,54.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9,31.5,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.905,72.4,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.93,69.75,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,78.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9924999999999999,74.4375,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9524999999999999,76.2,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9425,75.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9,72.00000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.95,71.24999999999999,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.95,71.24999999999999,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,0.995,Palletizer Servo Drive / Gripper Bearing,0.65,0.9025,58.369187499999995,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9724999999999999,34.037499999999994,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.915,59.475,High
B,B,0.99,Impeller / Filling Head Bearing,0.75,0.8925000000000001,66.268125,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9824999999999999,78.60000000000001,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.5075,38.0625,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.89,57.85,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.6074999999999999,21.262499999999996,Low
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.81,60.75000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9824999999999999,63.8625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.53,39.75,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9775,34.2125,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8674999999999999,65.0625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9,31.5,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8374999999999999,67.0,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7875,63.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,78.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9675,33.862500000000004,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,78.2,High
Normal,Normal,0.015000000000000013,Conveyor Belt / Roller Bearing,0.35,0.985,0.5171250000000005,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.715,57.199999999999996,High
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.87,69.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9875,74.06250000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.885,70.80000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.765,49.725,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.845,54.925000000000004,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.915,68.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.865,69.2,High
OR,B,1.0,Impeller / Filling Head Bearing,0.75,0.715,53.625,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.955,33.425,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8574999999999999,55.7375,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8,52.0,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.7925,59.4375,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9375,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.975,34.125,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.925,32.375,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.935,32.725,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9425,70.6875,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9675,72.5625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.6025,45.1875,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
B,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.6275,40.7875,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.8775,30.7125,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9924999999999999,79.4,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.915,68.625,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.945,33.074999999999996,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9175,68.8125,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
B,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.755,26.424999999999997,Low
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8674999999999999,65.0625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.955,71.625,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9425,32.9875,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9624999999999999,77.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9075,58.987500000000004,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.6575,42.7375,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.96,62.4,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
